return_id,order_id,customer_id,reason,return_date,refunded_amount
RET-67025720,SO-73048580,CUST-4414,"found a better price",2024-11-25,2011.22
RET-75071466,SO-73117471,CUST-3785,"found a better price",2024-11-16,2190.68
RET-20048124,SO-73517929,CUST-4653,"found a better price",2024-07-28,3499.57
RET-93954326,SO-73856253,CUST-4266,"found a better price",2024-09-27,5757.14
RET-17748218,SO-73959995,CUST-4199,"found a better price",2025-07-21,908.49
RET-08297825,SO-74673484,GUEST-100638,"found a better price",2025-04-28,2039.6
RET-11099306,SO-74801918,CUST-3991,"found a better price",2025-04-02,1344.72
RET-05774213,SO-74834855,CUST-5192,"found a better price",2025-03-04,1595.07
RET-86728380,SO-75120897,CUST-4131,"found a better price",2025-01-18,9287.05
RET-23838928,SO-75124983,CUST-3776,"found a better price",2025-04-26,3439.13
RET-71837795,SO-75367250,CUST-5155,"found a better price",2025-04-21,1459.2
RET-08349506,SO-75764040,CUST-3723,"found a better price",2024-09-13,6521.22
RET-16650410,SO-75773726,CUST-4801,"found a better price",2025-01-22,1243.5
RET-63083537,SO-75792106,GUEST-100596,"found a better price",2024-09-07,8245.46
RET-77441793,SO-76074065,CUST-4605,"found a better price",2025-06-02,11008.42
RET-20235237,SO-76122182,CUST-3452,"found a better price",2025-05-03,987.36
RET-38264769,SO-76436094,CUST-4925,"found a better price",2024-11-19,1670.67
RET-40172428,SO-76455581,CUST-4686,"found a better price",2025-06-24,10400.67
RET-22840396,SO-76475296,CUST-5228,"found a better price",2025-06-09,3481.25
RET-68174937,SO-76536533,GUEST-100397,"found a better price",2024-12-09,1922.36
RET-24147343,SO-76700193,CUST-4591,"found a better price",2024-09-06,2065.85
RET-32449007,SO-76930900,CUST-4277,"found a better price",2025-05-02,416.82
RET-91574084,SO-76994450,CUST-5043,"found a better price",2025-04-29,574.96
RET-99663495,SO-77736158,CUST-4834,"found a better price",2024-09-16,162.57
RET-12937298,SO-77793074,GUEST-100033,"found a better price",2025-04-22,2795.05
RET-78815128,SO-78173682,GUEST-101129,"found a better price",2024-12-13,4313.1
RET-66862602,SO-78202044,CUST-4614,"found a better price",2025-02-04,6316.18
RET-13950858,SO-78675385,CUST-4868,"found a better price",2025-04-27,4013.76
RET-16269465,SO-78732515,CUST-4116,"found a better price",2025-02-18,2547.47
RET-02123022,SO-78765989,CUST-3740,"found a better price",2025-04-20,397.17
RET-23623985,SO-79297692,CUST-4741,"found a better price",2025-03-29,369.26
RET-96485700,SO-79650367,CUST-4591,"found a better price",2025-05-06,3348.08
RET-00167416,SO-79735765,CUST-5001,"found a better price",2024-12-18,2801.49
RET-97700420,SO-79889370,CUST-4213,"found a better price",2024-11-29,3071.7
RET-20924092,SO-79930165,CUST-4170,"found a better price",2025-02-19,1718.44
RET-30229440,SO-80080337,CUST-4378,"found a better price",2024-12-05,1977.92
RET-21642921,SO-80194867,CUST-4694,"found a better price",2025-01-09,3041.72
RET-39547675,SO-80450875,CUST-5157,"found a better price",2024-09-13,4585.58
RET-86322559,SO-80535748,CUST-5199,"found a better price",2024-09-20,608.5
RET-62126176,SO-80711272,CUST-4544,"found a better price",2024-08-15,5271.89
RET-50690528,SO-81026293,CUST-3803,"found a better price",2024-10-15,1263.72
RET-11800577,SO-81256862,CUST-4122,"found a better price",2024-09-04,2227.47
RET-85042711,SO-81507503,CUST-4031,"found a better price",2024-09-17,2894.66
RET-76132098,SO-81628669,CUST-4561,"found a better price",2025-07-10,2665.17
RET-13598938,SO-81750751,GUEST-100663,"found a better price",2025-01-24,477.24
RET-22432963,SO-81864500,GUEST-100194,"found a better price",2025-05-20,731.89
RET-90163886,SO-81946855,CUST-4165,"found a better price",2024-08-14,3958.97
RET-35771410,SO-82179322,CUST-3654,"found a better price",2025-03-07,1286.8
RET-88832010,SO-82183746,CUST-4031,"found a better price",2024-10-02,6821.77
RET-50511370,SO-82349773,CUST-3772,"found a better price",2024-11-06,2399.39
RET-63929551,SO-82512188,CUST-3772,"found a better price",2024-10-18,320.92
RET-94787779,SO-82533438,CUST-4003,"found a better price",2025-03-16,1943.67
RET-75455055,SO-82681257,CUST-4104,"found a better price",2025-04-28,784.79
RET-78338155,SO-82883044,CUST-4990,"found a better price",2025-05-05,31.18
RET-25721326,SO-82914045,CUST-4286,"found a better price",2024-09-14,6158.88
RET-04157183,SO-82946600,CUST-5345,"found a better price",2025-07-05,654.13
RET-74709604,SO-83148625,CUST-3476,"found a better price",2025-01-15,3378.16
RET-95179450,SO-83461356,CUST-4651,"found a better price",2025-03-03,960.97
RET-89809466,SO-83463196,CUST-4501,"found a better price",2025-05-01,7309.53
RET-36316534,SO-83661096,CUST-4025,"found a better price",2025-05-24,3990.25
RET-98860892,SO-83896236,CUST-4277,"found a better price",2024-08-12,169.64
RET-35337471,SO-83905419,CUST-3466,"found a better price",2025-04-20,2319.79
RET-58839600,SO-84508781,CUST-4333,"found a better price",2025-05-20,459.47
RET-18069864,SO-84611131,CUST-5000,"found a better price",2024-11-23,10258.64
RET-31487987,SO-84964890,CUST-3965,"found a better price",2024-08-13,3690.9
RET-03327892,SO-85134084,CUST-4196,"found a better price",2025-02-09,10046.03
RET-58323110,SO-85398687,CUST-3623,"found a better price",2025-01-16,1899.04
RET-86007695,SO-85563658,CUST-5051,"found a better price",2024-11-19,1449.91
RET-23578671,SO-85670861,CUST-3500,"found a better price",2025-02-13,2865.89
RET-92716720,SO-86105234,GUEST-100473,"found a better price",2024-09-10,344.32
RET-46118024,SO-86313088,CUST-3722,"found a better price",2025-01-02,267.28
RET-29273937,SO-86743159,CUST-4905,"found a better price",2024-10-07,3088.45
RET-25557740,SO-87379762,CUST-4960,"found a better price",2025-07-07,293.72
RET-07832628,SO-87627309,CUST-5066,"found a better price",2024-11-12,5360.28
RET-18177693,SO-87897817,CUST-4557,"found a better price",2025-01-15,1132.63
RET-61629085,SO-87982190,CUST-4784,"found a better price",2024-09-27,2232.58
RET-56746548,SO-88210125,CUST-4057,"found a better price",2024-08-19,2668.6
RET-21041557,SO-88257677,CUST-3445,"found a better price",2024-12-18,2022.11
RET-67440933,SO-88283375,CUST-4980,"found a better price",2025-03-26,231.12
RET-06019195,SO-88302595,CUST-4474,"found a better price",2025-07-18,4112.08
RET-79856422,SO-88639717,CUST-3805,"found a better price",2024-08-20,8187.11
RET-70550541,SO-88690148,CUST-4451,"found a better price",2025-07-14,3519.25
RET-81069160,SO-88952021,CUST-4432,"found a better price",2025-05-11,4468.08
RET-42236272,SO-89113696,CUST-3892,"found a better price",2025-02-03,10834.89
RET-63815117,SO-89121428,CUST-5228,"found a better price",2024-10-03,3082.04
RET-77981198,SO-89158264,CUST-3701,"found a better price",2025-06-26,3728.09
RET-63475422,SO-89302832,CUST-4644,"found a better price",2025-03-12,869.52
RET-16733772,SO-89499803,CUST-5263,"found a better price",2024-08-26,485.01
RET-72926875,SO-89673467,CUST-3628,"found a better price",2024-09-10,1228.17
RET-28462731,SO-89724090,CUST-5193,"found a better price",2025-07-12,2210.38
RET-98399063,SO-89986408,CUST-5190,"found a better price",2025-01-29,3245.69
RET-23593990,SO-90194775,CUST-4700,"found a better price",2025-07-19,2950.05
RET-59710832,SO-90274029,CUST-3786,"found a better price",2024-11-12,2059.51
RET-78207188,SO-91175649,CUST-3689,"found a better price",2025-02-18,408.21
RET-57194742,SO-91292290,GUEST-100026,"found a better price",2024-08-30,1768.21
RET-96417668,SO-91484705,CUST-4999,"found a better price",2024-09-25,1982.84
RET-66212921,SO-91586589,GUEST-100816,"found a better price",2025-04-09,1123.67
RET-69846049,SO-91917009,CUST-4397,"found a better price",2025-06-26,3371.05
RET-60287712,SO-92136153,CUST-4364,"found a better price",2024-12-28,5732.58
RET-33084854,SO-92469851,CUST-4340,"found a better price",2024-08-21,10283.12
RET-73990230,SO-92686503,CUST-4365,"found a better price",2025-05-21,5797.96
RET-44391009,SO-92786493,CUST-4599,"found a better price",2025-01-06,5375.68
RET-23353380,SO-93032851,CUST-3681,"found a better price",2025-06-21,5989.3
RET-71344712,SO-93229130,CUST-5066,"found a better price",2025-02-16,2258.93
RET-39007993,SO-93437483,CUST-3843,"found a better price",2024-11-21,523.84
RET-95697651,SO-93605814,CUST-3584,"found a better price",2025-02-23,5439.44
RET-37867242,SO-93987094,CUST-3995,"found a better price",2025-02-24,2600.41
RET-16656288,SO-94104573,GUEST-100176,"found a better price",2025-07-13,1806.69
RET-55986266,SO-94274479,CUST-3678,"found a better price",2025-03-12,2550.55
RET-65710347,SO-94315296,CUST-4226,"found a better price",2025-03-04,4166.85
RET-96563027,SO-94494548,CUST-5023,"found a better price",2025-01-15,929.1
RET-26691730,SO-94536374,CUST-5173,"found a better price",2025-04-24,3363.59
RET-63280069,SO-94738765,CUST-5060,"found a better price",2025-01-03,489.06
RET-58141093,SO-94793724,CUST-3562,"found a better price",2024-08-08,4311.64
RET-54939408,SO-94800342,CUST-4667,"found a better price",2024-11-16,383.9
RET-83694316,SO-94840856,CUST-5035,"found a better price",2025-03-08,425.17
RET-81806844,SO-94960064,CUST-4408,"found a better price",2025-05-25,5281.58
RET-86684279,SO-95052891,CUST-4692,"found a better price",2024-11-17,8417.81
RET-53557091,SO-95160828,GUEST-100890,"found a better price",2024-11-30,3015.06
RET-51296875,SO-95228323,CUST-3559,"found a better price",2025-01-15,1079.26
RET-80427248,SO-96233404,CUST-3972,"found a better price",2024-08-30,783.2
RET-21764497,SO-96318795,CUST-3972,"found a better price",2025-07-18,1523.06
RET-16423928,SO-96627840,GUEST-100132,"found a better price",2025-04-18,2820.55
RET-88002165,SO-97030756,CUST-4611,"found a better price",2025-04-16,6491.37
RET-38241899,SO-97058585,GUEST-100251,"found a better price",2025-04-14,7264.6
RET-88582083,SO-97182980,CUST-3773,"found a better price",2024-11-02,3139.34
RET-81357616,SO-97217758,CUST-3701,"found a better price",2024-08-16,900.07
RET-17829481,SO-97393325,CUST-5154,"found a better price",2025-03-31,4709.68
RET-30419147,SO-97590588,CUST-4289,"found a better price",2024-09-01,2069.03
RET-98688508,SO-97601081,CUST-4343,"found a better price",2024-08-26,576.84
RET-25846438,SO-97779836,CUST-4758,"found a better price",2024-11-02,2570.65
RET-57308841,SO-97835129,CUST-3628,"found a better price",2025-01-16,387.26
RET-62266519,SO-97921395,CUST-4822,"found a better price",2025-01-09,5084.76
RET-23664461,SO-97965567,CUST-3677,"found a better price",2025-06-29,7906.92
RET-81006268,SO-98069062,CUST-3618,"found a better price",2025-03-17,3631.75
RET-88029760,SO-98552765,CUST-4987,"found a better price",2025-05-14,1024.17
RET-98515050,SO-98672945,CUST-3445,"found a better price",2024-10-03,5874.81
RET-65156425,SO-99111464,CUST-4508,"found a better price",2024-08-22,2029.57
RET-63103000,SO-99203949,CUST-5241,"found a better price",2024-09-16,5525.61
RET-66935186,SO-99933874,CUST-5031,"found a better price",2024-11-17,2612.91
RET-43484503,SO-99937814,CUST-3841,"found a better price",2025-04-19,4849.31
RET-41183139,SO-00221573,CUST-3472,"item arrived late",2024-12-28,3176.55
RET-37418272,SO-00223717,CUST-4644,"item arrived late",2025-04-20,4372.51
RET-77805829,SO-02267218,CUST-3981,"item arrived late",2025-05-07,2148.36
RET-36512660,SO-02417786,CUST-4458,"item arrived late",2025-06-20,1264.78
RET-37935030,SO-02491589,CUST-5338,"item arrived late",2025-07-01,7351.4
RET-77248459,SO-02768643,CUST-4332,"item arrived late",2025-07-08,3581.65
RET-79294141,SO-03956682,CUST-4756,"item arrived late",2025-02-11,7683.31
RET-04055389,SO-04367470,GUEST-101156,"item arrived late",2024-11-25,386.6
RET-03334177,SO-04586365,CUST-4776,"item arrived late",2024-11-12,49.91
RET-20376283,SO-04716270,CUST-4941,"item arrived late",2025-02-27,6336.51
RET-33604185,SO-05075929,CUST-5239,"item arrived late",2024-11-25,886.46
RET-79313173,SO-05104596,GUEST-100756,"item arrived late",2025-04-13,369.34
RET-44958011,SO-05408809,CUST-4619,"item arrived late",2024-08-26,300.4
RET-25756452,SO-06440540,CUST-4582,"item arrived late",2025-01-03,8453.9
RET-12233117,SO-06788793,CUST-4068,"item arrived late",2024-08-31,1335.67
RET-35605970,SO-08823400,CUST-3906,"item arrived late",2024-10-04,4225.28
RET-45066188,SO-08867472,CUST-4566,"item arrived late",2024-09-13,2401.72
RET-19790996,SO-09388382,CUST-3682,"item arrived late",2024-08-26,2325.77
RET-05749918,SO-10118364,CUST-4504,"item arrived late",2025-04-12,1846.2
RET-35169730,SO-10278070,CUST-3691,"item arrived late",2025-05-24,6170.94
RET-44227362,SO-10724956,CUST-5251,"item arrived late",2025-05-27,3254.34
RET-70324988,SO-10943922,CUST-4168,"item arrived late",2025-07-06,6666.3
RET-26863780,SO-11555934,CUST-3645,"item arrived late",2025-07-18,2683.72
RET-79278944,SO-11703587,CUST-3793,"item arrived late",2025-04-15,460.1
RET-90805200,SO-12501176,CUST-3936,"item arrived late",2025-07-20,2569.53
RET-33851382,SO-12532548,GUEST-100326,"item arrived late",2025-01-26,1581.11
RET-94192030,SO-12960009,CUST-4353,"item arrived late",2024-10-02,2777.81
RET-81038144,SO-13674616,GUEST-100338,"item arrived late",2025-04-09,5726.35
RET-17330732,SO-14433030,GUEST-100688,"item arrived late",2025-04-12,421.4
RET-31462969,SO-14674371,CUST-3549,"item arrived late",2024-12-21,2990.23
RET-16566195,SO-14931974,CUST-5348,"item arrived late",2025-06-24,4740.11
RET-97859332,SO-15053655,CUST-3720,"item arrived late",2024-12-02,418.66
RET-25880102,SO-15221618,CUST-3751,"item arrived late",2024-09-07,3411.02
RET-73805709,SO-15491742,CUST-4181,"item arrived late",2025-05-04,3720.88
RET-45165860,SO-16165027,CUST-5342,"item arrived late",2025-01-19,304.17
RET-54250615,SO-16417607,CUST-4172,"item arrived late",2025-02-01,2689.95
RET-93572360,SO-17818210,CUST-3891,"item arrived late",2024-11-19,5196.71
RET-36704594,SO-17842924,CUST-3888,"item arrived late",2025-06-26,1629.27
RET-46292458,SO-18561419,CUST-4315,"item arrived late",2025-03-02,1525.4
RET-21308333,SO-18905854,CUST-4535,"item arrived late",2025-03-01,4270.21
RET-14027626,SO-19528333,CUST-4846,"item arrived late",2025-07-16,6592.99
RET-25062694,SO-19537093,CUST-4068,"item arrived late",2025-02-10,1571.65
RET-63059390,SO-19661168,CUST-3847,"item arrived late",2024-11-08,3440.37
RET-52025032,SO-20762639,CUST-5258,"item arrived late",2024-09-22,1396.01
RET-75449388,SO-21017771,CUST-3878,"item arrived late",2024-10-24,6909.07
RET-77925362,SO-22034344,CUST-4192,"item arrived late",2025-07-14,6345.88
RET-73036624,SO-23759139,CUST-4130,"item arrived late",2024-10-22,3077.99
RET-25122216,SO-23915158,CUST-3570,"item arrived late",2024-08-30,6230.18
RET-21248564,SO-24414122,CUST-4871,"item arrived late",2024-11-11,50.67
RET-15371182,SO-24420990,CUST-4091,"item arrived late",2024-08-19,8988.52
RET-67261006,SO-25650903,CUST-4314,"item arrived late",2025-07-17,165.16
RET-34461154,SO-26037926,CUST-4993,"item arrived late",2025-04-08,196.0
RET-88983192,SO-26846965,GUEST-100567,"item arrived late",2025-01-23,1640.97
RET-10049513,SO-27196463,CUST-3576,"item arrived late",2025-07-19,9061.35
RET-02233965,SO-27455940,CUST-5278,"item arrived late",2025-07-20,2387.26
RET-55629408,SO-27562529,CUST-4764,"item arrived late",2024-10-31,904.72
RET-26633453,SO-28135527,CUST-4085,"item arrived late",2025-06-06,1465.73
RET-61094266,SO-28382767,CUST-5199,"item arrived late",2024-09-15,1512.14
RET-05375060,SO-29053268,CUST-4820,"item arrived late",2024-10-12,2740.24
RET-01289979,SO-31073666,GUEST-101053,"item arrived late",2024-09-22,4493.45
RET-50661193,SO-31100682,CUST-4268,"item arrived late",2025-06-03,2023.19
RET-10296733,SO-31294562,CUST-4040,"item arrived late",2024-09-25,251.98
RET-27832686,SO-31360929,CUST-4101,"item arrived late",2024-09-13,4761.43
RET-01645612,SO-33202069,GUEST-100201,"item arrived late",2025-03-08,5331.78
RET-67568254,SO-33418307,CUST-3575,"item arrived late",2025-03-12,1597.28
RET-31908634,SO-34355600,CUST-4878,"item arrived late",2024-08-12,342.58
RET-14569176,SO-34531637,CUST-4282,"item arrived late",2024-12-27,4416.24
RET-74127029,SO-35491326,CUST-3752,"item arrived late",2025-04-12,5406.61
RET-29053315,SO-35710659,CUST-4591,"item arrived late",2025-04-01,3513.16
RET-30051220,SO-36688121,CUST-4384,"item arrived late",2025-06-18,211.02
RET-66250962,SO-36996762,CUST-5334,"item arrived late",2025-04-11,488.36
RET-00528635,SO-38239691,CUST-5286,"item arrived late",2025-06-15,4475.33
RET-51234178,SO-38767960,CUST-5181,"item arrived late",2025-07-09,1130.4
RET-18766968,SO-39143590,CUST-4018,"item arrived late",2025-02-24,1039.76
RET-22781938,SO-39161316,CUST-3570,"item arrived late",2025-02-16,2559.28
RET-74508694,SO-39584057,CUST-4141,"item arrived late",2025-04-01,2639.55
RET-24488070,SO-40818769,CUST-3627,"item arrived late",2025-01-14,3012.43
RET-60766232,SO-41519198,CUST-5088,"item arrived late",2025-04-19,1956.91
RET-39558710,SO-41644109,CUST-4522,"item arrived late",2025-04-28,5770.72
RET-45254784,SO-41957025,CUST-3911,"item arrived late",2024-09-23,6731.77
RET-87315964,SO-42299832,GUEST-100709,"item arrived late",2025-06-25,1038.22
RET-66899093,SO-42506863,CUST-4186,"item arrived late",2025-06-18,7513.52
RET-04203033,SO-43438334,CUST-3868,"item arrived late",2025-04-05,3610.52
RET-66890891,SO-43600111,CUST-4470,"item arrived late",2025-07-02,2363.38
RET-86248721,SO-43743572,CUST-3559,"item arrived late",2024-09-29,6172.89
RET-58824151,SO-44003187,CUST-4334,"item arrived late",2025-05-26,2034.64
RET-55614252,SO-44009378,CUST-3959,"item arrived late",2025-02-01,6158.72
RET-42077763,SO-44169084,CUST-4408,"item arrived late",2025-07-16,2330.26
RET-24988109,SO-45193154,CUST-5048,"item arrived late",2025-02-04,3688.86
RET-66893480,SO-45225756,CUST-3772,"item arrived late",2024-12-14,960.4
RET-94175469,SO-45525257,CUST-4545,"item arrived late",2024-12-07,6354.62
RET-29814718,SO-45806437,CUST-4798,"item arrived late",2024-11-25,2048.29
RET-41947465,SO-46044046,CUST-3891,"item arrived late",2025-07-04,1580.4
RET-52342543,SO-46333182,CUST-4659,"item arrived late",2024-08-18,2084.44
RET-19879589,SO-46519044,CUST-4339,"item arrived late",2024-12-20,2297.57
RET-18055959,SO-47855565,GUEST-100169,"item arrived late",2024-09-19,6039.36
RET-97937453,SO-48111437,CUST-4181,"item arrived late",2024-12-30,7479.96
RET-27554527,SO-48121077,CUST-5289,"item arrived late",2024-11-28,3068.63
RET-40572086,SO-48129550,CUST-4787,"item arrived late",2024-09-18,8970.73
RET-62828108,SO-48393729,CUST-5347,"item arrived late",2025-05-19,2108.58
RET-08751908,SO-48637046,CUST-4501,"item arrived late",2024-09-19,4273.01
RET-84706198,SO-49499636,CUST-3651,"item arrived late",2024-10-31,1300.42
RET-51254987,SO-49581475,CUST-4144,"item arrived late",2025-02-09,9434.51
RET-53003543,SO-49989722,GUEST-101144,"item arrived late",2024-09-13,4024.36
RET-10790287,SO-50237937,CUST-5239,"item arrived late",2024-12-20,3462.23
RET-33914293,SO-50847920,CUST-4297,"item arrived late",2024-12-28,2794.19
RET-57921010,SO-51166654,CUST-3698,"item arrived late",2025-04-12,5416.86
RET-64363129,SO-51542906,CUST-3808,"item arrived late",2025-02-27,517.86
RET-08078269,SO-52570248,CUST-3810,"item arrived late",2025-07-18,5381.64
RET-21559095,SO-52590081,CUST-5084,"item arrived late",2024-11-08,824.48
RET-28806423,SO-54242613,CUST-3801,"item arrived late",2024-12-24,5656.44
RET-43848228,SO-55458842,CUST-4553,"item arrived late",2025-07-12,3027.59
RET-50158954,SO-55633330,CUST-4226,"item arrived late",2024-11-01,4544.41
RET-51101176,SO-57110961,CUST-3981,"item arrived late",2024-09-03,2512.99
RET-15175380,SO-57142051,CUST-3864,"item arrived late",2024-11-02,6607.18
RET-16642212,SO-57217578,CUST-4186,"item arrived late",2025-07-19,84.77
RET-47698355,SO-57455489,GUEST-100788,"item arrived late",2024-08-17,432.73
RET-13398737,SO-57713651,CUST-3572,"item arrived late",2024-11-11,1646.89
RET-55479546,SO-57834115,CUST-4211,"item arrived late",2025-03-23,2578.08
RET-91324517,SO-57956956,CUST-3552,"item arrived late",2025-01-09,7227.19
RET-16955349,SO-59998710,CUST-3708,"item arrived late",2024-10-03,6263.98
RET-86661632,SO-61000305,CUST-3493,"item arrived late",2025-06-13,3367.81
RET-83419605,SO-61058061,CUST-4006,"item arrived late",2024-09-15,889.28
RET-96857404,SO-61309644,GUEST-100038,"item arrived late",2025-07-06,2441.28
RET-79532111,SO-61793452,CUST-4852,"item arrived late",2024-11-29,4767.02
RET-71031037,SO-62159332,GUEST-100890,"item arrived late",2024-12-12,2516.3
RET-00883633,SO-62401621,CUST-4334,"item arrived late",2025-04-19,1481.64
RET-21847069,SO-62529676,CUST-4946,"item arrived late",2025-01-17,4229.5
RET-24668014,SO-64059729,CUST-4878,"item arrived late",2025-04-23,1005.12
RET-80398711,SO-64475667,CUST-4228,"item arrived late",2025-02-22,1697.08
RET-41697085,SO-65244188,CUST-3533,"item arrived late",2025-01-13,1311.7
RET-36593668,SO-65628246,CUST-4363,"item arrived late",2025-02-02,2737.34
RET-13644647,SO-65723786,CUST-4650,"item arrived late",2025-02-02,89.99
RET-30819260,SO-66815904,CUST-3553,"item arrived late",2024-09-12,9811.61
RET-39493069,SO-68850995,GUEST-101100,"item arrived late",2024-09-07,3260.02
RET-81794593,SO-69029731,CUST-3865,"item arrived late",2024-11-20,4336.61
RET-29822068,SO-69181369,CUST-5271,"item arrived late",2025-01-09,791.43
RET-64060456,SO-69664428,GUEST-101238,"item arrived late",2024-09-30,380.72
RET-73933519,SO-69691320,GUEST-100921,"item arrived late",2025-01-23,2804.36
RET-87544724,SO-70016306,GUEST-100956,"item arrived late",2025-05-29,847.86
RET-76735987,SO-70239995,CUST-3673,"item arrived late",2025-01-23,6531.31
RET-35528035,SO-70259773,CUST-3975,"item arrived late",2024-08-31,5324.37
RET-31934800,SO-70705612,CUST-3624,"item arrived late",2025-04-05,1782.31
RET-93329977,SO-70799012,GUEST-100071,"item arrived late",2024-12-04,5025.73
RET-70227140,SO-71733020,CUST-3762,"item arrived late",2025-06-23,4968.3
RET-24185324,SO-72312753,CUST-3691,"item arrived late",2025-01-21,6733.85
RET-97617828,SO-72585593,GUEST-100809,"item arrived late",2025-01-04,2484.91
RET-38686406,SO-74894662,GUEST-100322,"item arrived late",2024-09-14,2485.55
RET-29337406,SO-75142622,CUST-4955,"item arrived late",2024-08-10,3394.07
RET-50521101,SO-75239709,CUST-4257,"item arrived late",2024-12-17,357.51
RET-22952061,SO-75606088,CUST-3998,"item arrived late",2025-02-13,7735.56
RET-93929158,SO-75712244,CUST-5181,"item arrived late",2025-01-03,1718.72
RET-80533972,SO-75925837,CUST-4040,"item arrived late",2024-07-28,2064.75
RET-90185393,SO-77043586,CUST-4894,"item arrived late",2024-10-01,467.56
RET-82386357,SO-77198441,CUST-3472,"item arrived late",2025-05-04,673.86
RET-51040383,SO-79984761,CUST-3622,"item arrived late",2025-03-30,517.22
RET-89273017,SO-80212478,CUST-4491,"item arrived late",2025-05-10,7850.85
RET-49317104,SO-80253948,CUST-3639,"item arrived late",2024-11-09,7702.16
RET-68971883,SO-80833513,CUST-3842,"item arrived late",2025-06-20,716.62
RET-53645251,SO-81022765,CUST-3701,"item arrived late",2024-10-07,8597.22
RET-92457485,SO-81811121,CUST-3649,"item arrived late",2024-10-08,5330.54
RET-24242747,SO-82417296,CUST-4532,"item arrived late",2024-11-13,1082.98
RET-77429783,SO-82536403,CUST-4141,"item arrived late",2025-05-06,834.28
RET-06800720,SO-83479332,CUST-4592,"item arrived late",2025-07-09,867.52
RET-92134179,SO-83574478,GUEST-100948,"item arrived late",2025-02-15,6199.64
RET-44172931,SO-83912341,CUST-3594,"item arrived late",2025-01-31,651.7
RET-51472604,SO-84367046,CUST-4488,"item arrived late",2025-06-15,814.43
RET-29956510,SO-84911194,CUST-4501,"item arrived late",2025-04-05,1218.7
RET-72409493,SO-85375073,CUST-5349,"item arrived late",2024-11-10,4328.31
RET-88842449,SO-85632987,CUST-3450,"item arrived late",2025-01-26,4622.44
RET-97435556,SO-87000527,CUST-3841,"item arrived late",2024-10-25,4806.43
RET-83962735,SO-87550927,CUST-4220,"item arrived late",2025-05-27,1623.74
RET-52851891,SO-88150200,CUST-4823,"item arrived late",2025-05-21,732.44
RET-04244552,SO-88628325,CUST-3921,"item arrived late",2025-04-08,385.78
RET-22379598,SO-91873417,CUST-5158,"item arrived late",2025-06-16,8493.81
RET-59844297,SO-92172640,CUST-4347,"item arrived late",2025-01-31,1751.96
RET-82099175,SO-92417029,CUST-3819,"item arrived late",2025-06-01,2504.46
RET-48033481,SO-93185272,CUST-4655,"item arrived late",2024-11-28,599.69
RET-32104660,SO-93965176,CUST-4620,"item arrived late",2025-07-03,1267.79
RET-36091859,SO-94801374,CUST-4275,"item arrived late",2025-01-04,2128.56
RET-12477626,SO-94829257,CUST-4602,"item arrived late",2024-09-23,9039.5
RET-94737844,SO-95219380,CUST-3831,"item arrived late",2024-12-21,5091.61
RET-69889234,SO-96290122,CUST-4901,"item arrived late",2024-08-13,1517.16
RET-39249853,SO-97125518,GUEST-100003,"item arrived late",2024-11-27,1804.07
RET-21674307,SO-97310004,CUST-4051,"item arrived late",2025-04-24,677.83
RET-54361640,SO-98041081,CUST-3445,"item arrived late",2024-08-07,2248.31
RET-07321816,SO-98541682,CUST-3534,"item arrived late",2025-01-27,283.22
RET-81079920,SO-00407178,CUST-4552,"no longer needed",2025-01-10,6163.69
RET-58736248,SO-00634597,CUST-4313,"no longer needed",2024-12-15,5871.33
RET-88032354,SO-00699161,CUST-5267,"no longer needed",2025-03-01,558.75
RET-59145948,SO-01502582,CUST-4593,"no longer needed",2025-06-08,2430.58
RET-96370556,SO-01574181,CUST-4847,"no longer needed",2024-08-15,1425.26
RET-89350367,SO-01818916,CUST-4040,"no longer needed",2024-09-28,5998.83
RET-09935165,SO-01965552,CUST-4904,"no longer needed",2025-05-24,2375.16
RET-99406925,SO-02301950,CUST-3991,"no longer needed",2024-09-30,1089.28
RET-02539176,SO-02320505,CUST-3819,"no longer needed",2025-07-15,930.42
RET-82122652,SO-02893899,CUST-4118,"no longer needed",2025-04-06,8644.98
RET-81517227,SO-03113528,CUST-3691,"no longer needed",2025-07-16,6658.28
RET-55882574,SO-03705374,CUST-4511,"no longer needed",2025-07-03,4408.43
RET-35206871,SO-04135394,CUST-3891,"no longer needed",2025-04-01,5205.64
RET-05980503,SO-04244054,CUST-4717,"no longer needed",2025-02-18,4826.31
RET-74244980,SO-04986225,CUST-5063,"no longer needed",2025-01-11,6119.53
RET-62811132,SO-05160220,CUST-4961,"no longer needed",2024-12-27,7699.17
RET-02265073,SO-05257647,CUST-4125,"no longer needed",2024-12-07,3325.55
RET-06919579,SO-05332201,CUST-3478,"no longer needed",2024-12-11,7644.06
RET-81757922,SO-05727148,CUST-3786,"no longer needed",2024-11-15,3645.03
RET-64738062,SO-06093896,CUST-3615,"no longer needed",2025-04-14,3469.9
RET-92036375,SO-06159269,CUST-4178,"no longer needed",2024-09-08,1117.19
RET-02125246,SO-06448029,GUEST-100164,"no longer needed",2024-08-25,2861.37
RET-70653045,SO-06569844,CUST-3744,"no longer needed",2025-05-18,1637.06
RET-84234841,SO-06577589,CUST-4356,"no longer needed",2024-09-06,8648.69
RET-97323167,SO-07027230,CUST-5346,"no longer needed",2024-09-05,1697.37
